id,gps_height,longitude,latitude,basin,region_code,lga,population,public_meeting,permit,extraction_type_class,management,payment,water_quality,quantity,source,source_class,waterpoint_type,year,month,selfbuilt,NaN Counts
18332,1251.0,35.76384019,-2.13690072,0,1,90,260,True,True,0,7,0,5,2,8,0,2,2013,3,0,24
14896,2576.0,33.57492992,-9.24463251,1,11,100,0,True,True,0,7,0,5,2,8,0,1,2011,8,1,20
52766,1187.0,32.45246119,-3.88782979,3,16,25,0,True,True,1,11,6,3,2,7,0,4,2012,10,1,23
26727,1056.0,32.24622393,-4.18805054,3,16,25,0,True,True,3,11,6,5,1,7,0,6,2012,10,1,23
53097,1666.0,32.87299549,-9.32478985,1,11,62,0,False,False,3,7,5,5,2,7,0,6,2011,8,0,23
25172,1853.0,35.31839194,-4.23017882,0,20,2,125,True,True,0,7,0,5,1,8,0,1,2013,2,1,24
69382,1069.0,35.63992864,-10.68898753,7,9,112,1500,False,True,0,1,4,5,0,6,1,1,2013,3,0,24
65996,1321.0,30.68180879,-1.25439152,4,17,26,0,True,True,0,7,0,5,1,8,0,1,2011,8,1,23
42636,1551.0,35.57495237,-4.21197714,0,20,2,400,True,True,0,7,0,5,1,6,1,1,2013,2,0,24
1413,343.0,37.61235332,-6.13672903,8,4,83,96,True,True,3,7,0,5,1,7,0,6,2011,3,1,24
72574,1348.0,37.65822944,-3.68118922,5,2,84,40,True,False,0,7,3,5,2,8,0,1,2013,3,0,24
57312,265.0,38.50464046,-10.170657382302469,4,18,15,0,True,True,0,7,0,5,2,8,0,1,2011,7,0,21
37644,909.0,36.93127807,-3.55707832,5,1,65,98,True,False,0,10,6,5,2,5,1,1,2013,3,0,24
8549,1540.0,35.27145666,-4.4126772,0,20,17,204,True,True,0,7,0,5,2,8,0,1,2013,3,0,24
39485,307.0,36.36152617,-8.77264279,6,4,122,257,True,True,0,11,0,5,1,6,1,1,2011,3,1,24
16961,908.0,35.73133065,-6.26252818,0,0,14,0,True,False,2,7,4,5,0,3,0,2,2011,4,1,23
30585,1675.0,37.12373626,-2.86273824,0,1,50,70,True,True,0,7,5,5,2,8,0,1,2013,3,0,23
32390,306.0,36.18720846,-8.94193822,6,4,122,350,True,True,1,7,3,5,1,7,0,4,2011,3,1,24
62198,299.0,38.53726213,-5.00789486,5,3,44,82,True,False,0,7,0,5,2,8,0,1,2011,3,1,24
63668,282.0,38.27545606,-10.23447362,7,23,49,350,True,True,1,7,6,4,1,3,0,4,2013,1,1,23
14184,1031.0,29.900760100000007,-4.85520333,3,15,31,213,False,True,0,7,6,5,1,6,1,1,2013,1,1,24
7193,1259.0,36.88274399,-3.34175553,5,1,65,350,True,False,5,4,4,4,1,3,0,1,2013,7,1,24
52243,357.0,36.75330493,-8.92634971,6,4,122,50,True,True,0,10,3,5,2,6,1,1,2011,3,1,24
59945,741.0,37.72167214,-3.68561917,5,2,84,130,True,True,0,7,0,5,2,8,0,1,2013,2,1,24
56897,1428.0,35.94863196,-5.89385673,8,0,14,0,True,False,0,7,0,5,0,8,0,2,2011,4,1,23
58215,220.0,36.68960664,-8.14569615,6,4,35,300,True,True,1,6,0,5,2,7,0,4,2011,3,0,23
18209,1321.0,30.92109184,-1.59466954,4,17,26,0,True,True,0,7,0,5,1,8,0,1,2011,7,1,23
53764,1079.0,33.29712358,-3.99472261,0,13,94,0,False,False,1,7,0,4,1,3,0,4,2012,10,1,23
848,366.0,38.48835103,-5.529659456855664,4,16,5,0,True,False,1,11,0,5,1,7,0,4,2013,2,1,21
1707,1283.0,30.30161995,-4.57534323,3,15,28,450,True,True,0,9,3,5,1,6,1,1,2013,1,1,24
65820,1603.0,36.83615749,-3.30785644,5,1,65,97,True,True,0,7,6,5,2,8,0,1,2013,3,1,24
22104,1569.0,38.37331413,-4.728821400000001,5,3,52,1,True,True,0,7,0,5,1,8,0,1,2011,3,1,24
48439,1213.0,31.22403959,-3.03613152,3,17,6,0,True,True,0,7,4,5,1,8,0,1,2011,7,1,23
16470,1358.0,30.43827523,-5.61076284,3,14,75,350,True,True,3,8,0,5,1,7,0,4,2013,1,0,24
37389,510.0,34.62662481,-11.03365679,1,9,61,112,True,True,0,7,3,5,1,8,0,1,2013,10,0,24
70441,1344.0,31.17510447,-1.42990595,4,17,26,0,True,True,0,7,1,5,0,6,1,1,2011,7,1,23
5210,2576.0,33.13252867,-9.47016786,1,11,21,0,True,False,0,7,6,5,3,8,0,1,2011,4,1,21
39894,2101.0,34.02176962,-9.28485184,1,10,55,0,True,False,0,10,3,5,1,8,0,1,2011,3,1,24
17150,2173.0,33.26946111,-8.44869079,2,11,13,0,True,True,2,7,4,5,1,3,0,1,2011,4,0,23
54600,1619.0,37.58842816,-3.17198116,5,2,96,1,True,True,0,0,3,5,1,8,0,1,2013,2,1,24
73520,1056.0,32.06565222,-5.00806626,3,13,123,0,True,True,0,7,6,5,3,5,1,1,2012,10,0,22
66848,155.0,39.02767788,-8.45678423,6,23,37,360,True,True,3,7,0,4,1,7,0,6,2013,2,1,24
68051,1726.0,34.50964993,-9.87987523,1,10,51,1,True,True,0,7,2,5,1,8,0,1,2011,2,1,24
26216,1615.0,37.59305312,-3.22488323,5,2,96,1,True,True,0,0,3,5,2,8,0,1,2013,3,1,24
39324,1018.0,29.93011523,-4.80437097,3,15,31,620,True,True,0,7,2,5,1,6,1,1,2013,1,0,24
53073,1076.0,33.39232046,-3.84035651,0,16,104,0,True,True,1,11,0,5,2,7,0,4,2012,11,0,23
60366,1302.0,33.5720235,-3.71857058,0,16,40,0,True,False,1,11,6,4,1,7,0,4,2012,10,1,23
71197,1187.0,35.07464123,-5.26285529,0,12,109,250,True,True,2,7,4,5,2,3,0,1,2013,2,1,20
7006,1686.0,31.29970136,-7.84313883,2,14,92,500,True,False,1,7,2,5,1,3,0,4,2011,7,1,24
50938,1295.0,35.73378846,-3.45646672,0,21,27,200,True,True,1,7,2,5,1,7,0,4,2013,3,0,24
46275,644.0,37.90743752,-4.50097143,5,2,101,140,True,True,0,7,3,5,1,8,0,1,2013,3,0,24
20459,1620.0,35.55475275,-4.2204888,0,20,2,400,True,True,0,7,0,5,2,6,1,1,2013,2,0,24
63745,1620.0,34.99684657,-8.95129845,6,10,91,80,True,False,4,7,5,5,1,1,0,4,2011,2,0,24
9962,1209.0,34.26902785,-1.66173399,4,19,103,120,True,True,4,1,0,5,1,7,0,4,2013,2,0,23
1681,31.0,39.17857573,-7.31865031,6,5,69,190,True,False,1,7,4,4,2,7,0,4,2011,3,0,24
21529,2006.0,35.35789944,-4.04935799,0,20,63,1,True,True,0,7,0,5,1,6,1,2,2013,2,0,24
42212,2069.0,34.58030426,-9.29894831,6,10,91,15,True,True,0,7,5,5,1,8,0,1,2011,3,0,24
36770,1302.0,33.78396771,-3.35876694,0,16,58,0,True,False,1,11,1,5,1,7,0,4,2012,10,0,23
60473,1314.0,32.9846106,-2.06267879,4,18,121,350,True,True,3,7,0,5,2,2,1,2,2011,7,1,24
20372,339.0,38.77915256,-7.19687584,8,22,39,1,False,False,1,1,4,5,1,3,0,4,2011,2,1,23
5632,1237.0,32.75339567,-3.86705631,4,16,25,0,True,True,3,7,6,6,1,3,0,6,2012,10,1,21
61488,2576.0,33.35242237,-9.19936006,1,11,60,0,False,False,5,11,5,5,1,6,1,1,2011,4,1,23
60593,1377.0,34.01330482,-1.90067607,4,19,10,250,True,True,0,7,4,5,1,3,0,1,2012,11,1,24
19378,1063.0,32.61548917,-4.20769056,3,16,25,0,True,True,1,11,6,3,1,7,0,4,2012,10,1,23
73148,1382.0,34.25377942,-2.98049148,4,16,5,500,True,False,1,11,0,0,1,7,0,4,2012,10,1,23
62574,896.0,35.25606841,-5.566373473691048,4,18,15,0,True,True,3,7,6,6,0,3,0,6,2011,7,1,20
59110,1079.0,33.35663669,-4.018183799999999,0,13,19,0,True,False,2,7,6,4,2,3,0,2,2012,10,1,21
59140,1076.0,33.09922277,-3.85284457,0,16,104,0,False,False,3,3,0,5,3,5,1,6,2012,10,0,23
44576,317.0,37.00028833,-7.58477252,6,4,36,90,True,True,0,11,5,5,1,6,1,1,2011,3,0,24
66933,1470.0,36.84156629,-3.14707391,0,1,65,158,True,True,0,11,3,5,2,8,0,2,2013,11,1,24
29890,521.0,36.53779479,-7.31871226,6,4,36,100,True,True,1,6,0,5,1,7,0,4,2011,3,0,22
67042,1312.0,36.18538177,-2.61574672,0,1,50,750,True,True,0,3,1,5,2,6,1,1,2013,3,1,24
61009,1455.0,36.43086695,-5.80902999,8,0,43,0,True,False,2,4,4,4,0,3,0,1,2011,3,1,23
44726,2305.0,34.35061261,-9.34163227,1,10,55,0,True,False,0,7,0,5,1,8,0,1,2011,3,1,24
25043,823.0,33.11469666,-8.58841377,2,11,13,0,True,True,0,7,3,5,1,8,0,1,2011,4,0,23
54312,803.0,31.5562484,-7.647214999999999,2,14,113,250,True,False,3,7,0,5,0,1,0,6,2011,8,1,24
71662,44.0,39.28508147,-7.02227034,8,22,69,1041,True,False,5,11,0,5,1,3,0,1,2011,2,0,24
56699,1660.0,36.7204591,-3.12949237,0,1,0,150,True,True,0,7,0,2,2,8,0,1,2013,3,1,24
22065,2173.0,33.05659219,-8.89021687,2,11,62,0,False,False,1,7,0,5,2,3,0,4,2011,8,0,23
7738,2055.0,34.67094862,-9.32861035,6,10,91,150,True,True,0,10,3,5,1,8,0,1,2011,3,1,24
16542,951.0,36.83390869,-3.58711747,5,1,0,300,True,True,0,7,4,5,1,8,0,1,2013,3,1,24
12468,2147.0,33.75599809,-9.5734652,1,11,46,0,True,True,0,8,3,5,1,8,0,1,2011,7,1,23
70955,1254.0,30.96199939,-3.2802267999999994,3,15,30,500,True,False,0,7,6,5,1,8,0,2,2013,2,1,24
8455,323.0,38.57365652,-4.89559279,5,3,44,20,True,False,0,7,0,5,0,6,1,1,2011,3,1,24
53874,268.0,38.86392726,-10.53106985,7,7,85,250,True,False,3,7,0,4,2,3,0,2,2013,1,1,24
37,2223.0,34.42678152,-9.29732896,1,10,91,50,True,True,0,7,5,5,1,8,0,1,2011,11,0,24
64520,1081.0,32.6998221,-4.55979293,3,13,94,0,False,True,1,7,0,5,1,3,0,4,2013,1,1,23
976,1537.0,34.84295648,-4.76032587,0,12,109,1,True,True,3,7,6,5,2,7,0,6,2013,1,1,21
40876,315.0,36.82309624,-8.94599339,6,4,122,180,True,True,1,7,1,5,1,7,0,4,2011,3,1,24
41189,2576.0,33.65777811,-9.36308836,1,11,100,0,True,True,0,7,0,5,2,6,1,1,2011,7,1,20
38947,1772.0,35.36844254,-4.505025099999999,0,20,17,246,True,True,0,7,0,5,2,8,0,1,2013,2,0,24
27344,2576.0,33.56163284,-9.23488617,1,11,100,0,True,True,0,7,0,5,2,8,0,1,2011,8,1,20
39227,2576.0,33.55724363,-9.20461976,1,11,100,0,True,True,0,7,0,5,0,8,0,1,2011,7,1,20
11312,271.0,36.89752748,-7.80349481,6,4,35,300,True,True,0,7,3,5,2,6,1,1,2011,3,1,24
59784,1069.0,34.32429024,-8.68224606,6,11,59,0,True,True,0,7,0,5,3,6,1,1,2011,4,1,21
23150,1079.0,33.35720038,-4.02003516,0,13,19,0,True,False,5,7,1,4,2,3,0,2,2012,10,0,23
49988,1253.0,34.29919195,-1.67931741,4,19,103,160,True,True,4,1,0,5,1,7,0,4,2013,2,1,24
56929,877.0,31.750569,-7.83944797,2,14,113,600,True,True,0,7,0,5,0,6,1,1,2011,8,0,24
1010,4.0,39.66847096,-7.91929794,6,22,53,100,True,False,5,7,0,5,2,3,0,2,2011,3,1,21
30778,323.0,39.47275567,-10.54476585,7,8,116,500,True,True,5,7,0,5,3,3,0,2,2013,2,0,24
24906,1175.0,36.82853564,-3.37611722,5,1,65,210,True,True,0,11,4,5,1,8,0,2,2013,12,1,24
8559,1258.0,33.25557119,-6.88207478,2,13,107,0,True,True,1,7,0,3,0,7,0,4,2012,10,0,23
22797,1213.0,36.96719428,-3.27758911,5,1,65,140,True,True,0,7,6,5,2,8,0,1,2013,3,1,24
3220,1253.0,37.99155755,-4.3871244,5,2,101,28,False,True,0,7,5,5,1,8,0,1,2013,2,1,24
16580,1903.0,35.41950431,-8.41690345,6,10,79,0,True,False,1,7,0,5,1,7,0,4,2011,3,1,24
9064,496.0,38.05387279,-4.37137157,5,2,101,420,True,True,0,7,2,5,1,6,1,2,2013,7,0,24
3312,1870.0,35.5020694,-8.34849064,6,10,79,0,True,True,1,7,0,5,1,1,0,4,2011,2,1,24
50226,1355.0,37.1796848,-5.39557072,5,20,41,1,True,False,5,7,0,4,1,3,0,1,2013,2,1,24
53459,1655.0,34.50557153,-9.10979231,6,10,91,350,True,True,0,10,2,5,1,6,1,1,2011,3,1,24
51710,1070.0,35.77295506,-10.51428973,1,9,86,540,True,False,1,11,3,5,2,7,0,4,2013,2,0,24
60666,1525.0,34.77202134,-4.88767684,0,12,110,50,True,True,1,11,3,4,1,3,0,4,2013,1,1,24
15111,198.0,38.98234168,-7.68857958,6,22,99,1,True,True,2,7,4,5,1,3,0,1,2011,2,1,24
57934,344.0,39.45623678,-10.90202648,7,8,116,1,True,True,5,7,0,5,3,3,0,2,2013,1,0,24
13890,1063.0,32.87781045,-3.95894266,0,13,94,0,False,True,2,7,0,5,1,3,0,1,2012,10,1,23
24884,1321.0,30.95646435,-1.24711993,4,17,26,0,True,True,0,7,0,5,0,8,0,1,2011,7,1,23
11671,1385.0,30.73023341,-2.92842778,4,17,89,0,True,False,1,7,0,6,0,7,0,4,2011,7,0,22
74245,1420.0,37.58189047,-3.28491175,5,2,73,1,True,True,0,10,3,5,1,8,0,1,2013,3,0,24
47775,1321.0,31.00333924,-1.71746264,4,17,26,0,True,True,0,7,0,5,1,8,0,1,2011,7,1,23
52660,1213.0,31.66600136,-2.97676037,4,17,12,0,True,True,1,10,4,5,2,1,0,4,2011,7,0,23
643,1314.0,33.66149201,-3.11428525,4,16,58,0,True,False,1,11,1,5,1,7,0,4,2012,10,1,23
293,280.0,37.04241474,-7.69787988,6,4,36,150,True,True,1,7,0,5,1,7,0,4,2011,3,0,24
2139,856.0,29.66029967,-4.83561117,3,15,31,500,True,True,0,7,3,5,2,6,1,2,2013,1,1,24
16955,1213.0,31.907517,-3.47285772,3,16,9,0,True,True,1,3,6,5,2,7,0,4,2012,10,1,22
58026,837.0,35.30577397,-5.94228832,0,0,4,0,True,False,1,7,0,5,1,7,0,4,2011,3,1,23
34704,1666.0,32.80338579,-9.1556319,2,11,62,0,True,False,1,7,5,5,1,7,0,4,2011,3,0,23
61523,840.0,35.99658694,-3.01358059,0,1,70,1,False,True,0,3,0,5,1,8,0,1,2013,3,1,21
57633,2173.0,33.34459813,-8.87555373,2,11,60,0,True,True,0,11,5,5,1,6,1,1,2011,3,0,23
39644,1963.0,35.71841217,-8.27178153,6,10,79,0,True,True,5,7,0,5,3,8,0,1,2011,2,1,24
27526,825.0,36.37553174,-6.71351626,8,0,76,0,True,True,0,7,0,5,2,8,0,2,2011,3,1,23
45028,1030.0,36.80627423,-3.47285921,5,1,0,100,True,True,0,7,4,5,2,8,0,1,2013,3,1,24
2666,1344.0,31.18379644,-1.4531595167563065,4,18,15,0,True,True,5,7,0,5,0,3,0,1,2011,7,1,21
52126,1325.0,33.57161655,-2.94440992,4,16,58,0,True,False,1,5,0,5,1,7,0,4,2012,11,1,23
65339,163.0,37.60933246,-7.45757449,8,4,71,600,True,True,1,7,5,5,2,7,0,4,2011,3,1,24
26912,1079.0,33.11598292,-3.92830211,0,16,104,0,True,True,3,7,0,5,3,7,0,6,2012,10,0,23
68155,1485.0,34.45277179,-4.42100101,0,12,23,235,True,True,1,7,0,5,1,3,0,4,2013,2,1,24
40392,105.0,39.44910726,-10.03628608,7,23,47,1,True,False,0,7,0,5,1,6,1,1,2013,1,1,24
23890,24.0,38.86938054,-5.74922381,5,3,95,800,True,False,3,4,0,4,2,7,0,6,2011,3,0,23
12448,866.0,36.42990800000001,-6.81442165,6,0,76,0,True,True,0,7,2,5,2,8,0,1,2011,3,1,23
5488,1426.0,37.60601962,-3.19424508,5,2,96,1,True,True,0,0,3,5,1,8,0,1,2013,2,0,24
67711,1081.0,32.929786199999995,-4.75891326,3,13,94,0,False,False,1,7,0,5,1,7,0,4,2013,1,1,23
3152,2147.0,33.84493062,-9.58914387,1,11,46,0,True,True,0,7,0,5,0,8,0,1,2011,7,1,23
40989,1594.0,32.94012211,-8.97899736,2,11,62,0,True,False,1,7,5,5,1,1,0,4,2011,7,1,23
61,1081.0,32.63632315,-5.0961511,3,13,124,0,True,True,3,7,0,5,2,7,0,6,2012,10,0,23
59992,337.0,38.79507063,-10.21479097,7,7,85,200,True,False,1,7,0,5,3,7,0,4,2013,1,1,24
3933,1573.0,37.58399298,-3.00212082,0,2,96,1,True,True,0,0,3,5,2,8,0,1,2013,2,0,24
46686,446.0,37.36759297,-6.316424,8,4,83,1,False,True,3,7,0,6,0,7,0,6,2011,2,1,23
48389,469.0,37.75815712,-6.91107944,8,4,71,1110,True,True,0,7,3,5,1,6,1,1,2011,3,1,24
12826,2132.0,34.03099127,-9.49093481,1,11,46,0,True,True,0,7,0,5,0,8,0,1,2011,7,1,23
41887,297.0,38.51232048,-10.8478069,7,24,87,30,True,True,1,3,0,0,1,7,0,4,2013,2,0,24
23203,1464.0,37.16792101,-3.21578695,5,2,16,95,True,True,0,9,4,5,1,8,0,1,2013,3,1,24
59652,383.0,37.44440839,-6.30339031,8,4,83,1,True,True,0,7,4,5,2,6,1,1,2011,8,1,24
19999,1887.0,35.89402706,-8.11028532,6,10,34,200,True,True,1,7,0,5,1,3,0,4,2011,2,0,24
29057,1464.0,34.71946127,-4.84053242,0,12,110,1,True,True,3,7,1,5,1,1,0,6,2013,1,1,24
36247,847.0,35.21761811,-5.88332485,0,12,56,1500,True,False,5,7,4,5,1,3,0,2,2013,1,0,24
29742,1594.0,32.95265948,-8.9954024,2,11,62,0,True,False,1,7,5,5,1,7,0,4,2011,7,1,23
30182,1309.0,36.14638975,-5.27340504,8,0,42,0,True,False,0,7,0,5,1,3,0,1,2011,4,1,23
34775,1987.0,36.64901754,-3.23989556,5,1,0,150,True,True,0,7,5,5,2,8,0,1,2013,3,1,24
46209,1545.0,35.55283589,-7.86258749,6,10,24,500,True,True,0,7,2,5,1,8,0,1,2011,3,1,24
63717,33.0,39.18535887,-6.97645839,8,6,20,100,True,False,3,11,0,5,1,7,0,6,2013,3,0,23
38599,1303.0,37.62672389,-3.17802607,5,2,96,1,True,True,0,0,3,5,1,8,0,1,2013,2,0,24
41201,1883.0,34.74279599,-9.21853877,6,10,91,150,True,True,0,10,3,5,1,8,0,1,2011,4,1,24
14308,1016.0,29.73910944,-4.73116597,3,15,31,120,True,True,0,7,3,5,1,6,1,1,2013,1,1,24
39512,637.0,36.79304302,-7.19385157,8,4,36,50,True,True,0,7,3,5,1,6,1,1,2011,3,0,24
44464,1250.0,33.82764893,-1.76153202,4,19,82,250,True,True,1,7,6,5,1,7,0,4,2012,10,0,23
50262,1359.0,36.9573802,-3.23719571,5,1,65,350,True,False,0,10,6,5,2,5,1,1,2013,3,0,24
32860,1187.0,32.70976356,-2.80414674,4,18,102,0,True,True,1,7,0,5,3,7,0,4,2011,7,1,23
7812,118.0,38.86642102,-6.82965558,8,5,29,20,True,True,2,4,3,5,2,6,1,1,2011,2,1,24
44340,268.0,36.90152137,-7.79930175,6,4,35,300,True,True,0,7,3,5,2,6,1,1,2011,3,1,24
22221,328.0,37.53075602,-6.43295691,8,4,83,1,False,True,5,7,4,4,1,3,0,1,2011,3,1,24
13826,1187.0,32.6444191,-3.85744635,4,16,25,0,True,True,3,4,6,5,1,7,0,6,2013,2,1,22
56656,1302.0,33.67014224,-3.67118658,0,16,40,0,False,True,0,7,4,5,2,6,1,2,2012,10,1,23
65388,1237.0,33.01398609,-2.92794659,4,18,67,0,False,False,3,4,0,5,2,7,0,6,2011,8,1,23
37402,273.0,38.40599234,-6.12087482,8,5,3,60,True,True,5,10,4,5,1,6,1,1,2011,3,1,24
41100,63.0,38.87230517,-6.71985109,8,5,29,1,False,True,2,4,4,5,1,6,1,1,2011,3,1,24
2191,1054.0,30.0172771,-4.93930747,3,15,31,300,False,True,0,7,6,5,1,6,1,1,2013,2,1,24
38388,2018.0,33.85089619,-8.83058496,6,11,59,0,True,True,0,10,3,5,2,6,1,1,2011,4,1,21
24062,1860.0,38.2589207,-4.58385,5,3,52,1,True,True,0,7,3,5,1,8,0,1,2011,3,1,24
29831,1991.0,34.77345702,-9.401461967724229,4,16,5,0,False,False,1,3,0,0,1,7,0,4,2013,1,0,21
24464,1344.0,31.32802669,-2.72784099,3,17,6,0,True,True,1,7,0,5,1,7,0,4,2011,7,1,23
16384,90.0,39.24293098,-7.04045914,8,22,69,330,True,False,3,7,0,5,1,7,0,6,2011,2,1,24
28705,1321.0,30.90804083,-1.38595367,4,17,26,0,True,True,0,7,0,5,0,8,0,1,2011,7,1,23
37701,1494.0,37.99435723,-4.24682863,5,2,101,288,True,True,0,7,0,5,1,8,0,1,2013,2,0,24
34083,352.0,37.93020793,-5.98933166,8,5,3,50,True,True,5,7,4,4,1,3,0,1,2011,3,1,24
17139,1364.0,30.67719149,-3.4585832,3,15,30,700,True,False,1,7,6,5,1,3,0,4,2013,2,1,24
17549,1004.0,35.47898198,-10.63249032,1,9,111,0,True,True,0,7,5,5,1,6,1,1,2013,2,1,24
24277,1081.0,33.1605986,-4.58821874,3,13,94,0,False,True,2,7,0,5,2,0,1,1,2013,2,1,23
27061,1468.0,36.54474111,-4.00528572,0,20,108,400,True,True,5,7,4,4,1,3,0,1,2013,2,1,24
28842,1344.0,31.41071331,-1.60205325,4,17,7,0,True,True,1,7,0,1,1,7,0,4,2011,7,1,23
71994,1321.0,34.19968068,-3.46037148,0,16,64,0,True,True,2,10,4,5,1,7,0,2,2012,10,1,23
47895,353.0,39.25805983,-11.00103832,7,24,57,50,True,True,0,4,4,5,1,8,0,1,2013,2,0,24
51411,1511.0,37.6569287,-3.71120793,5,2,84,320,True,False,0,7,0,5,1,8,0,6,2013,2,0,24
22449,93.0,40.20603999,-10.29040732,7,8,78,1950,True,True,5,4,4,5,3,3,0,2,2013,2,0,23
61372,1446.0,37.12619841,-3.19872689,5,2,106,1,True,True,0,9,3,5,1,8,0,1,2013,3,1,24
24195,199.0,39.75384552,-10.78839105,7,8,116,1,True,True,5,7,0,5,0,3,0,2,2013,1,0,24
37174,548.0,37.41338244,-10.91807456,7,9,120,1,True,False,1,7,3,5,1,3,0,4,2013,2,0,24
52171,1079.0,33.64894446,-4.139289635772023,3,18,15,0,True,True,1,7,3,5,2,3,0,4,2011,8,0,21
38391,1187.0,32.41379273,-3.53585355,3,16,25,0,True,True,5,6,6,6,1,3,0,6,2013,1,1,20
63122,1717.0,34.50339009,-9.8269412,1,10,51,1,True,False,0,7,2,5,1,8,0,1,2011,2,1,24
41063,1079.0,32.94497769,-3.905096,0,16,25,0,True,True,5,7,4,5,2,3,0,2,2012,10,1,23
53165,1187.0,32.41763479,-3.53717522,3,16,25,0,True,True,5,6,6,6,1,3,0,6,2013,1,1,20
360,405.0,38.03827804,-9.72785183,7,23,49,250,True,True,1,7,6,5,2,7,0,4,2013,1,1,24
59527,1063.0,33.03467844,-4.07197264,0,13,94,0,False,False,1,7,0,4,2,7,0,4,2012,10,1,23
43274,362.0,37.47632192,-6.2834226155364945,4,16,5,0,False,False,1,11,0,0,1,7,0,4,2013,1,1,21
61206,1237.0,33.10014412,-2.51453949,4,18,54,0,True,True,1,7,0,5,1,7,0,4,2011,7,1,23
2036,488.0,38.07936392,-4.47911751,5,2,101,240,True,True,0,7,5,5,1,6,1,1,2013,5,0,24
45677,1237.0,33.42865859,-2.64770862,4,18,54,0,True,True,1,7,0,5,1,7,0,4,2011,8,1,23
64311,2576.0,33.64054809,-9.34174464,1,11,100,0,True,True,0,7,0,5,2,6,1,1,2011,8,1,20
65893,435.0,38.36664494,-5.33569802,5,3,18,600,True,True,5,7,4,5,1,6,1,1,2011,3,1,24
71278,1325.0,33.5270184,-2.9791761219468818,4,16,5,0,True,False,0,11,1,5,1,7,0,4,2011,7,0,21
48246,1085.0,30.21305799,-4.78199486,3,15,28,2500,True,False,1,7,3,5,1,3,0,4,2013,2,0,24
22498,2173.0,33.65958721,-8.99793224,1,11,60,0,True,False,0,11,5,5,1,6,1,1,2011,4,1,23
18500,1688.0,36.63929407,-3.32236948,5,1,0,150,True,True,0,7,0,5,2,8,0,1,2013,3,1,24
6458,2155.0,34.5546823,-9.38893399,1,10,91,15,True,True,0,7,0,5,1,8,0,1,2011,3,0,24
62589,1344.0,31.1253761,-1.7053827,4,17,26,0,True,True,0,7,2,5,1,8,0,1,2011,7,1,23
24477,1063.0,32.79612474,-4.16848239,3,13,94,0,False,False,1,7,0,5,1,7,0,6,2013,1,1,23
11725,273.0,38.84190127,-10.15071881,7,23,98,530,True,True,1,7,4,5,1,3,0,4,2013,1,1,24
55613,1562.0,32.04507284,-8.57369601,2,14,113,150,True,True,0,7,0,5,1,6,1,1,2011,8,1,24
50765,1974.0,34.67713427,-9.24547621,6,10,91,175,True,True,0,10,3,5,1,8,0,1,2011,4,1,24
38233,918.0,35.33931961,-10.8539957,7,9,111,350,True,True,0,7,3,5,1,6,1,1,2013,4,1,24
69097,719.0,34.78432466,-10.37565279,1,10,51,1,False,False,1,7,0,5,2,1,0,4,2011,3,1,24
13288,1395.0,34.88778421,-10.896469,1,9,61,456,True,True,0,3,6,5,1,8,0,1,2013,5,0,23
54473,1367.0,36.8399997,-3.33116811,5,1,65,145,True,True,0,7,6,5,2,8,0,1,2013,3,1,24
33472,302.0,38.93268816,-10.06468243,7,23,98,850,True,True,5,8,4,5,1,3,0,2,2013,1,0,24
60519,1076.0,33.09896938,-3.89720907,0,16,104,0,True,False,1,11,0,5,1,7,0,4,2012,10,0,23
30144,755.0,30.53367044,-7.16663194,3,14,92,1,False,False,1,7,0,6,1,7,0,4,2011,8,1,22
60541,332.0,36.68757927,-8.47135003,6,4,122,130,True,True,1,7,3,5,2,7,0,4,2011,3,1,24
37982,1579.0,35.51035205,-4.44941983,0,20,17,204,True,True,0,7,0,5,2,8,0,1,2013,2,0,24
43851,1238.0,33.42955144,-2.0997318,4,19,10,200,False,True,3,11,0,4,1,7,0,4,2013,1,0,24
3537,1237.0,32.9498444,-2.53156494,4,18,67,0,True,True,3,7,4,5,1,7,0,6,2011,12,0,23
21294,1237.0,33.15730248,-2.90053551,4,18,67,0,True,True,1,7,0,6,1,7,0,4,2011,8,1,18
29616,1639.0,31.14952064,-7.69889754,2,14,92,1,True,False,1,7,0,5,1,3,0,4,2011,7,1,23
56884,69.0,40.12404166,-10.22971046,7,25,77,500,True,True,5,7,4,5,1,8,0,2,2013,2,1,23
16193,754.0,36.60916633,-6.66041848,8,0,76,0,True,True,0,7,4,5,1,8,0,1,2011,3,1,23
50973,25.0,39.97415225,-10.40897495,7,25,77,250,True,True,1,7,4,5,1,9,0,4,2013,2,0,23
35663,1328.0,34.37100803,-8.70040406,6,11,59,0,False,True,0,9,0,1,3,6,1,1,2011,4,1,21
19292,1274.0,30.16173533,-4.48817617,3,15,28,340,True,True,0,7,3,5,1,6,1,2,2013,2,0,24
14416,1865.0,35.31708974,-8.32913171,6,10,79,0,True,True,1,7,2,5,1,7,0,4,2011,2,1,24
6573,1690.0,31.52094044,-8.29880757,3,14,113,150,True,True,0,4,0,5,2,6,1,1,2011,7,1,24
30247,1200.0,33.88676243,-1.25051135,4,19,97,238,True,False,5,7,6,5,1,2,1,2,2012,10,1,23
71050,234.0,38.94732491,-11.03934549,7,24,57,1,True,False,1,4,6,4,1,3,0,4,2013,2,0,24
